,...1.Control.1.csv,...1.Control.2.csv,...1.Control.3.csv,...2.Moderate.1.csv,...2.Moderate.2.csv,...2.Moderate.3.csv,...3.Extreme.3.csv,...3.Extreme.1.csv,...3.Extreme.2.csv,...4.3.Days.recovery.1.csv,...4.3.Days.recovery.2.csv,...4.3.days.recovery.3.csv,...5.6.Days.recovery.1.csv,...5.6.Days.recovery.2.csv,...5.6.days.recovery.3.csv
gi|115463661|,0.000945481,0.000649723,0.000734222,0.000669593,0.000647692,0.000719031,0.000712102,0.000522811,0.000650955,0.000679857,0.000401909,0.000528118,0.000817178,0.000471347,0.000554407
gi|115463679|,0.000636057,0.000429697,0.00061431,0.000589015,0.000910576,0.000495006,0.000805202,0.000489511,0.000708363,0.000572725,0.000523774,0.000725545,0.000520135,0.000716651,0.00077969
gi|115463723|,0.000386099,0.00072114,0.000686191,0.000598439,0.000628918,0.000907537,0.000694425,0.000494529,0.000458794,0.000688202,0.000868316,0.000763755,0.000779941,0.000630874,0.000491081
gi|115463749|,0.000515066,0.000678969,0.000552598,0.000552249,0.000468588,0.000651735,0.000534998,0.000465749,0.00054528,0.000697523,0.000447641,0.000568316,0.000494489,0.000743529,0.000664131
gi|115463773|,0.000497408,0.000639563,0.000596829,0.000498957,0.00066011,0.000925299,0.000646023,0.000698895,0.000768835,0.000618962,0.000984948,0.00054606,0.000653928,0.000635719,0.000603944
gi|115463775|,0.000750841,0.000601396,0.000601792,0.000678847,0.000756616,0.000554525,0.000752686,0.000701471,0.000789794,0.000562906,0.000738709,0.000573865,0.000877834,0.000769363,0.000620454
gi|115463789|,0.000566558,0.000527176,0.000915111,0.000614159,0.000570246,0.00084008,0.000689131,0.000836807,0.000723303,0.000744618,0.000603932,0.000618888,0.000648068,0.000772664,0.000687392
gi|115463803|,0.000877822,0.00073389,0.000610395,0.000759511,0.000661662,0.000560906,0.00057121,0.000678968,0.000652943,0.000610192,0.000547827,0.000389862,0.000688617,0.00063829,0.000790661
gi|115463815|,0.000623145,0.000660891,0.000562174,0.000640552,0.000755193,0.000894398,0.000611116,0.000706114,0.000488907,0.000527213,0.000866092,0.000695593,0.000444079,0.00077083,0.000629055
gi|115463915|,0.000694094,0.00072496,0.000779727,0.000743177,0.000901344,0.000512093,0.000757333,0.000406453,0.000432697,0.000539936,0.000711435,0.000780307,0.000616566,0.000587284,0.000488565
gi|115463933|,0.000739237,0.000313617,0.000590867,0.0006338,0.000699966,0.000759472,0.000587481,0.000451093,0.000437897,0.000831373,0.000665209,0.000504965,0.00064939,0.000798487,0.00069444
gi|115463939|,0.000641745,0.000647353,0.000679512,0.000735735,0.000725724,0.000574233,0.000595789,0.000382521,0.000721296,0.000488004,0.000586413,0.000612284,0.000860744,0.000725848,0.000496921
gi|115464019|,0.000634499,0.000665809,0.000594462,0.000473549,0.000786518,0.000372147,0.00068841,0.000654184,0.000509509,0.000892598,0.000988536,0.00066484,0.000633443,0.000724583,0.000828343
gi|115464035|,0.000770357,0.000553855,0.000568298,0.000512171,0.000662458,0.000437594,0.000808471,0.000720882,0.000559419,0.000525925,0.000738983,0.000658735,0.000685589,0.000507566,0.000638752
gi|115464039|,0.000746024,0.00077897,0.000542194,0.000733555,0.000800331,0.000612457,0.000851053,0.000572346,0.000685286,0.000421108,0.000395479,0.000860142,0.000698128,0.000646108,0.000883896
gi|115464049|:reversed,0.000666906,0.000749744,0.00079891,0.000602837,0.00089147,0.000412158,0.00057879,0.000606684,0.000737582,0.000642026,0.000799823,0.000593162,0.000640805,0.00076042,0.000722584
gi|115464093|,0.000686372,0.00063851,0.00066087,0.000775926,0.000578311,0.000717228,0.000565051,0.000433496,0.000642294,0.000802435,0.000576522,0.00071247,0.000991901,0.000777939,0.000470373
gi|115464233|,0.000798152,0.000411547,0.000582575,0.000441526,0.000625213,0.000708942,0.00079023,0.000772592,0.000730993,0.000595838,0.000774399,0.000836086,0.000714271,0.000897152,0.000730075
gi|115464247|,0.000589349,0.000771981,0.000584358,0.00077189,0.000619121,0.000620814,0.000648556,0.000566876,0.000708457,0.000406501,0.000545203,0.000579367,0.000683644,0.000650189,0.000625552
gi|115464263|,0.000782648,0.000698048,0.000780195,0.000596304,0.00064993,0.000654372,0.000485555,0.000813261,0.000662394,0.00067996,0.000609368,0.000409931,0.000828985,0.000437145,0.000750154
gi|115464309|,0.000941014,0.000546994,0.000596267,0.000594463,0.000608905,0.000750715,0.000781727,0.000657158,0.000487792,0.000734161,0.000909928,0.000736665,0.00062448,0.000401932,0.000473459
gi|115464315|,0.000856771,0.000736278,0.000604168,0.000715075,0.00079784,0.000666745,0.000596099,0.000865955,0.000840005,0.000735857,0.00048767,0.000692529,0.00077284,0.000648301,0.000437198
gi|115464325|,0.000592493,0.000678078,0.000586074,0.000718775,0.000665135,0.000749072,0.000540875,0.000700252,0.00049254,0.000549033,0.000819519,0.000755678,0.000906732,0.000655162,0.000562289
gi|115464481|,0.000683579,0.000520637,0.000570167,0.000515936,0.000783892,0.000620799,0.000524156,0.000708883,0.000725991,0.000534126,0.000545797,0.000714483,0.000585681,0.000688283,0.000632671
gi|115464489|,0.000670619,0.000738893,0.000994425,0.000696341,0.000503035,0.000675489,0.000894238,0.000656786,0.000505075,0.000603677,0.000757607,0.000638993,0.000460708,0.000644742,0.000758887
gi|115464537|,0.000612852,0.000634182,0.000925503,0.000745821,0.000697916,0.000673122,0.000794341,0.000750851,0.000543115,0.000583117,0.000548003,0.000893583,0.000568809,0.000759035,0.000565451
gi|115464609|,0.000487628,0.000512851,0.000650109,0.000619798,0.000656171,0.000597941,0.000566511,0.000697582,0.000760982,0.000526997,0.000785422,0.000777673,0.000508026,0.00057056,0.000621771
gi|115464675|,0.000697931,0.000544645,0.000723854,0.000697474,0.000763994,0.000700033,0.000402976,0.000527478,0.000658273,0.000419063,0.000970092,0.000700505,0.000715347,0.000787398,0.000618611
gi|115464745|,0.000501285,0.000728355,0.000833772,0.000592116,0.000532649,0.000845299,0.000730712,0.000742164,0.000750239,0.00084143,0.000753767,0.000767188,0.000740792,0.000680997,0.000374772
gi|115464757|,0.00063888,0.000643899,0.000637108,0.00060319,0.000749458,0.000730636,0.000470381,0.000602905,0.000784619,0.000649383,0.000647558,0.00068619,0.000479981,0.000823879,0.000627926
gi|115464801|,0.000547008,0.000562814,0.000825275,0.000678622,0.000829746,0.000768968,0.000657221,0.000732929,0.000712431,0.000782322,0.000630562,0.000586892,0.000526131,0.000544178,0.000773497
gi|115464893|,0.000779312,0.000758837,0.000623603,0.00073342,0.000500555,0.000461069,0.000571873,0.000741723,0.000635401,0.000959952,0.000561929,0.000636033,0.000834701,0.000805025,0.000700132
gi|115464905|,0.000535326,0.000420453,0.000894629,0.000657606,0.0006093,0.000673831,0.00061329,0.000564189,0.000712361,0.000489408,0.000596918,0.000441881,0.000710993,0.000488085,0.000671438
gi|115464927|,0.000686247,0.000604665,0.000681077,0.000572208,0.000767766,0.000486924,0.000598784,0.000483649,0.000590866,0.000633918,0.000818884,0.000723041,0.000556209,0.000760609,0.00078417
gi|115465001|,0.000563861,0.000573396,0.00071593,0.000620618,0.000598428,0.000741591,0.000804748,0.000680896,0.000618555,0.000781955,0.000688593,0.000630894,0.000636196,0.000569687,0.000764897
gi|115465087|,0.000754508,0.000508655,0.000721383,0.000613129,0.000717467,0.000932565,0.000843954,0.00069265,0.000936379,0.000418207,0.000742172,0.000627353,0.00059861,0.000609511,0.000739783
gi|115465125|,0.000708589,0.000711153,0.000309919,0.000756238,0.000693791,0.00076691,0.000727011,0.000646117,0.00068843,0.000847479,0.000488186,0.000683337,0.000594214,0.000744346,0.000612559
gi|115465127|,0.000570496,0.000781995,0.000589451,0.00065196,0.000474553,0.000830902,0.000680488,0.000381437,0.000822624,0.000703057,0.000545465,0.000679265,0.000615511,0.000653278,0.000528913
gi|115465131|,0.000543994,0.000620931,0.000686828,0.000590247,0.000796561,0.000439917,0.000741028,0.000680281,0.000497581,0.000500337,0.000808902,0.00067965,0.000793167,0.000393265,0.000605347
gi|115465205|,0.00074915,0.000695138,0.000659032,0.000783561,0.000757653,0.000706162,0.000617882,0.000381923,0.000801341,0.000153815,0.000656409,0.000791821,0.000691848,0.000591831,0.000687963
gi|115465273|,0.000690428,0.000638384,0.000504556,0.000486574,0.000602217,0.00058061,0.000815833,0.00048246,0.000834592,0.000660378,0.000564791,0.000837673,0.000818564,0.000715771,0.000726496
gi|115465323|,0.000797974,0.000673442,0.000359362,0.000623235,0.000724524,0.000711701,0.000537446,0.000664847,0.000739056,0.000536368,0.000520572,0.000613246,0.000574863,0.000610077,0.000398899
gi|115465357|,0.000746848,0.000693275,0.000612764,0.000620984,0.000624555,0.00048394,0.000700947,0.000570118,0.000724854,0.000590012,0.000552107,0.000867399,0.000738528,0.000542825,0.000459507
gi|115465371|,0.000869125,0.000538909,0.000841823,0.000521519,0.000382888,0.000496497,0.000638654,0.000641176,0.000520994,0.000554377,0.000825407,0.000471001,0.000422056,0.000804622,0.000621449
gi|115465409|,0.000464857,0.000812577,0.000547587,0.000538195,0.000707673,0.000702433,0.00066808,0.000642518,0.000585273,0.000651121,0.000191722,0.000644646,0.000572862,0.000547283,0.00039103
gi|115465471|,0.000719051,0.000470819,0.000651393,0.000480798,0.000656307,0.000669862,0.000633187,0.000743095,0.000716804,0.000789654,0.000766066,0.000745283,0.00080365,0.0008978,0.000525829
gi|115465487|,0.0006129,0.000647234,0.000831648,0.000659175,0.00072658,0.000461823,0.000706476,0.000842473,0.000682699,0.00054174,0.000757238,0.000672142,0.000687417,0.000707849,0.000795272
gi|115465497|,0.000710584,0.000529922,0.000718352,0.000909527,0.000763941,0.000455418,0.000826845,0.000672484,0.000549306,0.000597733,0.000866421,0.000937424,0.000773074,0.000552032,0.000750294
gi|115465521|,0.000783632,0.000716723,0.00058827,0.000428544,0.000566643,0.00051257,0.000681368,0.000479581,0.000589159,0.000852494,0.000591998,0.000384413,0.000424381,0.000792115,0.000397103
gi|115465569|,0.000487299,0.000746055,0.000445822,0.000603106,0.000719348,0.000610095,0.000639549,0.000469802,0.000777964,0.000638684,0.000586312,0.000435773,0.000694546,0.000768009,0.000449125
gi|115465577|,0.000479635,0.000847222,0.000726625,0.000664028,0.000386158,0.000514526,0.000720091,0.000625182,0.000687247,0.000628103,0.000541088,0.000491197,0.000559733,0.000644317,0.000653464
gi|115465579|,0.000523725,0.000502842,0.000882675,0.000567667,0.000564018,0.000729333,0.000642058,0.000600499,0.000607351,0.000774908,0.000689744,0.000749528,0.000440863,0.000535007,0.00065021
gi|115465581|,0.000788844,0.00084458,0.000594638,0.000624296,0.000474132,0.000553011,0.000505092,0.000814096,0.000587037,0.000844309,0.000634062,0.000622169,0.000502364,0.000456894,0.000744323
gi|115465593|,0.000690936,0.000663992,0.000474207,0.000665117,0.000637783,0.000684574,0.000626429,0.000502782,0.000300704,0.000547039,0.000817828,0.000729123,0.000533503,0.000930634,0.000729457
gi|115465685|,0.000660521,0.000770184,0.000661925,0.000799293,0.000661271,0.000413771,0.000866904,0.000588447,0.000758155,0.00046372,0.000730712,0.000772141,0.000682964,0.000422015,0.000469002
gi|115465791|,0.00071087,0.000701217,0.000576817,0.00081219,0.000765352,0.000460318,0.000723783,0.000695966,0.000482731,0.000506038,0.00074553,0.000508853,0.000729814,0.000625413,0.000542362
gi|115465801|,0.000796505,0.000622512,0.000753401,0.000601398,0.000762648,0.000719129,0.00051725,0.000413571,0.00061763,0.00068522,0.000603443,0.000456415,0.000282496,0.000588408,0.000556456
gi|115465831|,0.000462993,0.000632069,0.000801519,0.000531616,0.000691593,0.000525323,0.000864208,0.000806832,0.000666098,0.00062449,0.000828685,0.000649449,0.000744135,0.000728027,0.000511627
gi|115465843|:reversed,0.000765975,0.000737823,0.000712334,0.000672456,0.000595203,0.000526647,0.000501502,0.000653294,0.000440469,0.000788126,0.000372767,0.000570789,0.00064723,0.000435091,0.000390753
gi|115465862|,0.000574005,0.000627367,0.000990158,0.000601638,0.000914484,0.000707891,0.000721615,0.000624364,0.000819101,0.000814572,0.000753373,0.00077989,0.000352638,0.000590028,0.000543978
gi|115465886|,0.000706231,0.000585279,0.000748391,0.000605749,0.000712977,0.000755227,0.000687297,0.000619275,0.000549837,0.000622085,0.000502254,0.000808372,0.000634651,0.000604132,0.000773169
gi|115465888|,0.000544858,0.000678929,0.000523802,0.000645877,0.000616036,0.000739764,0.000674285,0.000574421,0.000741435,0.000885526,0.000853553,0.000692924,0.000575054,0.000746284,0.000576482
gi|115465902|,0.000552266,0.000649902,0.000677903,0.000840194,0.000787957,0.000585989,0.000529737,0.000748365,0.000527375,0.000695114,0.000625391,0.000476218,0.000728688,0.000500162,0.000851492
gi|115465942|,0.000543347,0.000823399,0.000725954,0.000540876,0.000869829,0.000762235,0.000641559,0.00062345,0.000638304,0.000594019,0.000829566,0.000872429,0.000456342,0.000618487,0.000839941
gi|115465974|,0.000617128,0.000783261,0.000872175,0.000653673,0.000496239,0.000631758,0.000445337,0.000406403,0.000696331,0.000771548,0.000706477,0.000454268,0.000817356,0.000443909,0.000667604
gi|115466004|,0.000595856,0.000545317,0.000637721,0.000546787,0.000667336,0.000773521,0.000465949,0.000786337,0.000507786,0.000789762,0.000784593,0.000715896,0.000494543,0.000994835,0.000689088
gi|115466028|,0.000713447,0.000561808,0.000774384,0.000531111,0.00046136,0.000631826,0.000539531,0.000796841,0.000694345,0.000635457,0.000673701,0.000666457,0.000608028,0.000501052,0.000484342
gi|115466060|,0.000564316,0.000778696,0.000657447,0.000686073,0.000759001,0.000490977,0.000627421,0.000380679,0.000523433,0.000524765,0.000793507,0.000526011,0.000412969,0.000595711,0.000676043
gi|115466068|,0.000497175,0.000813313,0.000336174,0.000528507,0.000587026,0.000521073,0.000427173,0.000479979,0.000674939,0.00064016,0.000610002,0.000679042,0.000670887,0.000550944,0.000844955
gi|115466144|,0.000483685,0.000720679,0.000841711,0.000537681,0.000476405,0.000594062,0.000600609,0.000424338,0.000617174,0.000701517,0.000574917,0.000712631,0.000895228,0.000490016,0.000581455
gi|115466162|,0.000581763,0.000548439,0.000431729,0.000861342,0.000490376,0.000573317,0.000587659,0.000531866,0.00070645,0.000521672,0.000575267,0.000508156,0.000522027,0.000561073,0.000677576
gi|115466186|,0.000708901,0.000513251,0.000834969,0.000797369,0.000634799,0.000580125,0.000574285,0.000739061,0.000642316,0.000680459,0.000749647,0.000610323,0.000489247,0.000520503,0.000575893
gi|115466188|,0.000647117,0.000761191,0.000552332,0.000592645,0.000631532,0.000674185,0.000749109,0.000663049,0.000631039,0.000873531,0.000579094,0.000657407,0.00082831,0.000679774,0.000606561
gi|115466204|,0.000722287,0.000508507,0.000786778,0.000678526,0.000471949,0.000695531,0.000658077,0.000397104,0.000652472,0.000653767,0.000477442,0.000757518,0.000505852,0.000430621,0.000809123
gi|115466210|,0.000559605,0.000655916,0.000661635,0.000301606,0.000631051,0.00066129,0.000473429,0.00055098,0.000893985,0.000876081,0.000796954,0.000669083,0.000630825,0.000633132,0.000686239
gi|115466224|,0.000817784,0.000631298,0.000555589,0.000728427,0.000603683,0.000487471,0.000668196,0.000615221,0.000678866,0.000592206,0.000663837,0.000737925,0.000321015,0.000778581,0.000496396
gi|115466226|,0.00065998,0.00066606,0.000745381,0.000737888,0.000553953,0.000699675,0.00065351,0.000818097,0.000680835,0.000648153,0.000752051,0.000536228,0.000719482,0.000748472,0.000639
gi|115466256|,0.000680056,0.000480899,0.000496203,0.000777809,0.000603531,0.00046424,0.000455029,0.000747008,0.000975675,0.000606758,0.000916478,0.000800458,0.000625697,0.000678514,0.000585126
gi|115466260|,0.000697873,0.000731546,0.000613636,0.000609963,0.0006285,0.00054745,0.000489181,0.00074513,0.000693667,0.000585074,0.000819763,0.000567397,0.000742345,0.000747152,0.000538485
gi|115466298|,0.00071776,0.000755758,0.000629472,0.000877193,0.000835095,0.000730428,0.00056452,0.000852079,0.000843133,0.000387909,0.000651339,0.000767793,0.000665528,0.000456357,0.000671757
gi|115466360|,0.000746717,0.000718685,0.000493207,0.00072751,0.000690986,0.000933458,0.000582375,0.000583257,0.00059727,0.000629593,0.000668943,0.00054244,0.000578327,0.000600609,0.000530139
gi|115466442|,0.000396367,0.000710199,0.000707611,0.000483185,0.00069174,0.000712821,0.000560167,0.000880604,0.000494572,0.000775625,0.000617617,0.0005837,0.000517021,0.00085981,0.000412603
gi|115466486|,0.000689077,0.000531403,0.000436933,0.000662911,0.000667149,0.000496865,0.000475866,0.000776325,0.000696848,0.000518037,0.00055341,0.000633125,0.000561701,0.000662076,0.00042466
gi|115466518|,0.000495644,0.000561238,0.000438332,0.000493325,0.000424044,0.000587411,0.000875032,0.000873192,0.000574388,0.000878211,0.000902818,0.000658602,0.000510241,0.000637036,0.00075752
gi|115466562|,0.000636253,0.000595018,0.000643089,0.000496241,0.000414938,0.000726605,0.000508172,0.000666161,0.000480918,0.000553887,0.000856235,0.000754303,0.000666534,0.000917937,0.000723861
gi|115466564|,0.000716688,0.000969011,0.000925877,0.000730221,0.000761981,0.00074809,0.000799798,0.000609376,0.000639166,0.000601045,0.000570115,0.00061109,0.000907077,0.000517501,0.000833079
gi|115466686|,0.000551313,0.000587125,0.000631461,0.000619777,0.000669934,0.000700685,0.000638836,0.000543459,0.000746309,0.000868309,0.000528651,0.000622719,0.000589041,0.00076663,0.000462598
gi|115466708|,0.000716993,0.000711781,0.000926369,0.000787184,0.000454227,0.000720359,0.000522181,0.000890298,0.00046023,0.000741814,0.000412678,0.000549088,0.000581862,0.000770802,0.000540479
gi|115466814|,0.000793782,0.000831083,0.000766944,0.00065168,0.000661061,0.00064737,0.00069255,0.000701713,0.000508786,0.000428094,0.000543722,0.000539043,0.000694151,0.000728694,0.000741517
gi|115466896|,0.000717199,0.000761648,0.000675051,0.000866098,0.000620823,0.000799339,0.000626975,0.000705506,0.000662277,0.000563038,0.000729633,0.000437622,0.000736264,0.000642227,0.000640788
gi|115466906|,0.000561214,0.000648643,0.000674169,0.000607137,0.000775684,0.000693802,0.00085551,0.000745072,0.000714696,0.000714588,0.000587917,0.000716961,0.00083649,0.000617537,0.000680378
gi|115466908|,0.000578912,0.000587583,0.000551095,0.000803065,0.000419856,0.000484773,0.000324143,0.000684007,0.000566239,0.000572547,0.000493176,0.000774023,0.000783051,0.000621685,0.000463928
gi|115466912|,0.000865188,0.000665774,0.000666177,0.000518124,0.000442752,0.000671331,0.000602426,0.000700486,0.00069235,0.000687092,0.000471273,0.000542448,0.000538322,0.000346228,0.000774737
gi|115467076|,0.000730554,0.000770008,0.00092056,0.000569154,0.000803213,0.000866436,0.000616601,0.000674742,0.000568213,0.000640867,0.000833755,0.000409606,0.000446102,0.000497227,0.000772539
gi|115467254|,0.000720333,0.000649835,0.000578503,0.000717578,0.000758907,0.000612276,0.000934368,0.000383847,0.000634688,0.000710466,0.000559236,0.000588864,0.000380133,0.000457121,0.000607145
gi|115467258|,0.000810075,0.00051352,0.000652847,0.000618379,0.000743786,0.000770255,0.000387856,0.000608953,0.000426472,0.000485906,0.000418728,0.000770938,0.000598212,0.00052901,0.000299298
gi|115467370|,0.000460888,0.000611753,0.000690411,0.000732624,0.000500034,0.000551229,0.00065019,0.000552532,0.000403705,0.000354806,0.000565041,0.000592486,0.000445653,0.000556306,0.000887889
gi|115467372|,0.000746577,0.000697992,0.000533491,0.000839922,0.000540097,0.000595222,0.000917099,0.000630916,0.001002339,0.000483196,0.00081846,0.000714295,0.000633937,0.000546826,0.000701752
gi|115467408|,0.000585853,0.000582962,0.000670586,0.000722032,0.000596068,0.000665109,0.00055624,0.000722842,0.000454854,0.000691418,0.000632629,0.000870327,0.00070897,0.000727096,0.000465481
gi|115467434|,0.000628018,0.000655509,0.000574785,0.000631154,0.000555179,0.000339389,0.00058913,0.000569055,0.000738921,0.000866065,0.000784013,0.000450823,0.000582486,0.000903957,0.000653682
gi|115467448|,0.000671961,0.00067145,0.00068866,0.000607867,0.000716797,0.000570777,0.000492306,0.000569644,0.000722837,0.000580343,0.000531295,0.000670424,0.000700431,0.000693023,0.000811347
gi|115467470|,0.000845178,0.000571416,0.000678312,0.000547011,0.000649474,0.000786429,0.000465808,0.000595101,0.000693013,0.000862954,0.00061272,0.000695774,0.000569494,0.000520285,0.000785191
gi|115467478|,0.00063345,0.000658329,0.000783787,0.000560918,0.000643831,0.00067681,0.000573732,0.000619972,0.000939005,0.000592725,0.000372906,0.000617832,0.000799392,0.000275088,0.000661898
gi|115467518|,0.000881571,0.000704311,0.00088252,0.000870859,0.000614476,0.000697012,0.000605334,0.00046923,0.000708275,0.000850563,0.000580639,0.000908498,0.000624454,0.000433773,0.000618994
gi|115467628|,0.000945966,0.000679758,0.000905814,0.000902968,0.000756704,0.000885808,0.000445537,0.000636699,0.000402366,0.000667709,0.000726873,0.00048854,0.000394674,0.000640262,0.000501826
gi|115467636|,0.000617145,0.000629833,0.000932686,0.000506064,0.000884398,0.000615076,0.000651473,0.000605048,0.000680671,0.000547704,0.000623988,0.000737079,0.000778955,0.000941533,0.000678168
gi|115467714|,0.000416888,0.000749512,0.000811743,0.000641179,0.00057835,0.000696652,0.000686841,0.000673108,0.00057483,0.000661717,0.000934619,0.000769722,0.00072686,0.000727912,0.00059125
gi|115467738|,0.000635423,0.000672086,0.000607967,0.000607079,0.000724818,0.00064449,0.000562872,0.000936427,0.0005522,0.000453157,0.000699002,0.000801548,0.000360936,0.000699015,0.000747938
gi|115467740|,0.000746254,0.000431354,0.000516911,0.000690144,0.000870825,0.000608815,0.000727513,0.000678929,0.000685972,0.000692141,0.000817128,0.000679872,0.000799255,0.000687686,0.000675965
gi|115467742|,0.000792944,0.000701612,0.000769524,0.000601369,0.000746349,0.000609752,0.000595378,0.000525166,0.000553824,0.000727444,0.00055935,0.000655302,0.000660599,0.000731693,0.000766734
gi|115467746|,0.000775975,0.000862775,0.00043613,0.000724381,0.000595719,0.000866747,0.000809248,0.000684755,0.00071199,0.000597733,0.000649415,0.000558711,0.000521129,0.00057349,0.000741237
gi|115467828|,0.000455227,0.000646528,0.000735402,0.000557535,0.000676587,0.000621809,0.000656111,0.000662833,0.000569249,0.000665418,0.000754041,0.000555482,0.000532991,0.0005829,0.000804782
gi|115467830|,0.00069254,0.000565813,0.000570836,0.000478819,0.000464368,0.000665871,0.000619321,0.000743148,0.000730245,0.000556042,0.000668888,0.000800732,0.000499402,0.000626429,0.000909132
gi|115467858|,0.000691714,0.000632388,0.000761239,0.000727135,0.000584623,0.000594928,0.000843035,0.000538946,0.000774741,0.00071649,0.000455427,0.000426344,0.000457388,0.000440839,0.000684993
gi|115467874|,0.000604555,0.00059573,0.000678292,0.000543407,0.000759374,0.000714756,0.000597343,0.000660866,0.000619505,0.000801046,0.000772104,0.000523352,0.000872094,0.000465562,0.000861316
gi|115467914|,0.000450195,0.000731732,0.000555022,0.000544072,0.000808624,0.00064315,0.000518195,0.000828302,0.000761476,0.000737511,0.000782609,0.000614117,0.000736921,0.000529624,0.000630718
gi|115468008|,0.00071889,0.000544591,0.000376359,0.000645956,0.000819903,0.000458608,0.000451907,0.000663161,0.000568155,0.000917933,0.00055008,0.000665145,0.000660186,0.000905995,0.000544899
gi|115468080|,0.000691847,0.000656743,0.000774288,0.000798962,0.000737802,0.000751739,0.000772903,0.000652155,0.000534226,0.000670986,0.000610958,0.000474323,0.000536456,0.000864947,0.00072616
gi|115468134|,0.000782625,0.000629551,0.000557241,0.000737134,0.00042721,0.000769664,0.000582579,0.000686517,0.000528367,0.00047772,0.000632558,0.000632863,0.000691441,0.000806299,0.000512202
gi|115468200|,0.000671223,0.000397017,0.000707627,0.000551086,0.000481244,0.00073282,0.0006785,0.000707136,0.000451949,0.000906898,0.000676953,0.000615028,0.000604986,0.000566528,0.000883827
gi|115468212|,0.000543213,0.000415486,0.000475636,0.00062304,0.000811779,0.000639769,0.000618397,0.000547206,0.000618421,0.000678572,0.000684411,0.000534687,0.000423622,0.00073799,0.000618264
gi|115468368|,0.000477836,0.000702528,0.000680008,0.000764575,0.000649684,0.000735914,0.000632691,0.000487927,0.000602416,0.000703489,0.000607709,0.000606294,0.000643504,0.000537874,0.000521579
gi|115468378|:reversed,0.000723108,0.000486633,0.000738691,0.000680664,0.000478563,0.000747633,0.000370136,0.000434414,0.000458337,0.000400749,0.000678531,0.000791952,0.000393281,0.000662866,0.000713061
gi|115468452|,0.000920389,0.000806608,0.000608333,0.000628488,0.000597196,0.000743977,0.000683832,0.000642559,0.000680536,0.00087256,0.000755062,0.000585048,0.000629712,0.000436653,0.000560469
gi|115468502|,0.000812684,0.000590025,0.000708413,0.000768169,0.000468757,0.000621236,0.000774235,0.000574934,0.000656018,0.000718905,0.000855721,0.000498905,0.00077251,0.000718537,0.000553197
gi|115468504|,0.000553564,0.000845377,0.000881861,0.000579302,0.000645343,0.000873775,0.000585551,0.000584918,0.000547989,0.000701514,0.000972105,0.000570688,0.000582839,0.000684429,0.000795049
gi|115468554|,0.000792269,0.000666794,0.000619736,0.000598137,0.00067807,0.000691041,0.000774756,0.000420567,0.000734221,0.000662971,0.000702333,0.000631796,0.000397282,0.000665858,0.00097514
gi|115468602|,0.000819356,0.000735423,0.000628439,0.000601713,0.000421335,0.000398399,0.000772898,0.000633598,0.000661317,0.000589988,0.000682921,0.000633313,0.000742697,0.000699653,0.000490636
gi|115468606|,0.000563553,0.000738931,0.00077771,0.000464624,0.000804413,0.000909633,0.000817512,0.000562359,0.000354825,0.000546665,0.000702151,0.000704579,0.000588245,0.000443687,0.000703245
gi|115468634|,0.000517678,0.000506758,0.000589652,0.000607991,0.000427339,0.000933255,0.000649868,0.000744705,0.000802157,0.000828016,0.000558503,0.000793402,0.000469469,0.000563535,0.000568982
gi|115468688|,0.000556282,0.00074624,0.000687501,0.000546584,0.000905975,0.000659597,0.000691278,0.000472212,0.000691529,0.000555677,0.000614902,0.000767661,0.000618011,0.000598865,0.000893136
gi|115468758|,0.00070625,0.000460255,0.000688993,0.000731381,0.000646785,0.000573192,0.000608071,0.000625883,0.000647967,0.000631439,0.000654212,0.000961064,0.000672744,0.000668896,0.000624352
gi|115468788|,0.000763451,0.00080243,0.000605109,0.00048559,0.000416624,0.000451466,0.00067039,0.000614271,0.000359756,0.000581185,0.000902792,0.000870348,0.000569058,0.000437134,0.00063909
gi|115468792|,0.00073927,0.000770946,0.000749541,0.000631598,0.000767137,0.000634824,0.000750357,0.000488496,0.000582966,0.000792333,0.000688044,0.000806266,0.000797526,0.000756028,0.000453733
gi|115468824|,0.00059961,0.000398987,0.000875081,0.00052064,0.000525712,0.000927724,0.000819654,0.000766754,0.000801819,0.000749104,0.000851711,0.000906251,0.000701829,0.000349814,0.000688657
gi|115468836|,0.000687713,0.000527661,0.000644238,0.00074551,0.000792817,0.000504912,0.000543539,0.000768188,0.000651391,0.000693791,0.000715348,0.000713879,0.000589132,0.000665935,0.000574894
gi|115468878|,0.00061389,0.000662503,0.000567282,0.000532858,0.000688311,0.000568151,0.000672601,0.000863348,0.000795825,0.00077823,0.000468105,0.000313714,0.000646524,0.000681434,0.000568705
gi|115468886|,0.000607008,0.000730602,0.000848717,0.000428844,0.000599534,0.000726841,0.000890394,0.000807021,0.000686194,0.000516958,0.000691666,0.000693564,0.000321264,0.000711135,0.000468382
gi|115468912|,0.000500433,0.000856756,0.000575523,0.000741161,0.000731612,0.000598507,0.000549487,0.000673464,0.000704568,0.000781421,0.000654052,0.0004146,0.00080374,0.000590434,0.000575946
gi|115468926|,0.000766989,0.000595933,0.000511809,0.000811958,0.000714503,0.000708584,0.000557496,0.000445687,0.000653456,0.000806715,0.00088545,0.00066294,0.000580176,0.000622666,0.000654024
