X,Description,...1.Control.1.csv,...1.Control.2.csv,...1.Control.3.csv,...2.Moderate.1.csv,...2.Moderate.2.csv,...2.Moderate.3.csv,...3.Extreme.3.csv,...3.Extreme.1.csv,...3.Extreme.2.csv,...4.3.Days.recovery.1.csv,...4.3.Days.recovery.2.csv,...4.3.days.recovery.3.csv,...5.6.Days.recovery.1.csv,...5.6.Days.recovery.2.csv,...5.6.days.recovery.3.csv
gi|115458748|,Os04g0457500 protein (OSJNBa0036B21.10 protein),4.27E-05,7.86E-05,0.000177309,0.00025185,0.000133083,7.16E-05,0.000114199,0.00015226,0.000133362,5.40E-05,3.96E-05,3.71E-05,0.000129123,0.000200599,0.000184056
gi|115458768|,"Os04g0459500 protein (cDNA clone:001-013-B10, full insert sequence) (cDNA clone:001-013-E09, full insert sequence) (cDNA clone:J023108H17, full insert sequence) (OSJNBa0036B21.24 protein) (OSJNBa0072F16.1 protein) (Putative uncharacterized protein)",0.008511187,0.009479366,0.008262228,0.007895486,0.008815801,0.010376534,0.008749786,0.007548592,0.007569591,0.010004536,0.010023515,0.011132628,0.008357852,0.008813186,0.007932654
gi|115458806|,Os04g0462500 14-3-3-like protein GF14-B (G-box factor 14-3-3 homolog B),0.001102325,0.001843259,0.001659649,0.002081152,1.61E-05,1.63E-05,0.001724165,1.84E-05,1.82E-05,1.58E-05,1.62E-05,1.52E-05,1.56E-05,1.52E-05,0.001796313
gi|115458812|,Os04g0462900 protein,0.000448352,0.000594434,0.000375019,0.000252457,0.000228495,1.55E-05,0.00030302,0.000575126,0.000467108,0.000134999,0.000354244,0.000360795,0.000133018,0.000130113,0.000128933
gi|115458896|,"Os04g0470100 Os04g0470100 protein (cDNA clone:006-204-F05, full insert sequence) (OSJNBa0089K21.1 protein)",2.26E-05,2.31E-05,0.000224297,6.06E-05,2.07E-05,2.11E-05,0.000466817,0.000355351,0.000352746,2.04E-05,2.09E-05,0.000176555,6.03E-05,1.97E-05,1.95E-05
gi|115458930|,60S ribosomal protein L6 (Fragment),0.000888779,0.000545413,0.000624464,0.000688857,0.000489187,0.000313189,2.40E-05,0.000186559,0.000267499,0.000838516,0.000897629,0.001184391,0.000369157,0.000567435,0.000868996
gi|115459018|,"Os04g0481300 Os04g0481300 protein (cDNA clone:J013097E10, full insert sequence) (OSJNBb0011N17.9 protein)",0.000191826,0.000160523,7.88E-05,1.56E-05,1.60E-05,1.63E-05,2.12E-05,1.83E-05,1.82E-05,1.58E-05,1.62E-05,1.52E-05,1.55E-05,1.52E-05,1.50E-05
gi|115459038|,Os04g0482800 Os04g0482800 protein,2.15E-05,2.19E-05,6.46E-06,6.40E-06,6.56E-06,6.67E-06,4.35E-05,3.75E-05,3.73E-05,6.46E-06,6.63E-06,6.22E-06,6.37E-06,6.23E-06,6.17E-06
gi|115459056|,Elongator complex protein 3 (EC 2.3.1.48) (Elongator component 3),4.09E-05,4.19E-05,7.39E-06,8.05E-05,8.26E-05,6.87E-05,9.96E-06,8.59E-06,2.56E-05,7.39E-06,3.80E-05,7.11E-06,7.29E-06,4.99E-05,3.53E-05
gi|115459058|,26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory particle non-ATPase subunit 7) (OsRPN7),0.000130059,8.46E-05,9.61E-05,9.52E-05,5.42E-05,3.31E-05,0.000158221,3.72E-05,0.000160136,3.20E-05,1.10E-05,1.03E-05,3.16E-05,3.09E-05,5.10E-05
gi|115459064|,Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49),9.94E-05,0.000157123,0.000138777,0.00026669,0.000157504,0.00010958,0.000120928,8.54E-05,0.000122391,0.000106117,0.000108961,0.000164928,0.000136732,0.00018095,0.000226086
gi|115459078|,"Glyceraldehyde-3-phosphate dehydrogenase (Os04g0486600 protein) (cDNA clone:J013001A14, full insert sequence) (OJ000223_09.15 protein)",0.002259,0.002136076,0.00103959,0.001715284,0.001264214,0.001497525,0.002195067,0.002609459,0.002619935,0.00229723,0.002648711,0.00193858,0.001808282,0.001694575,0.00189984
gi|115459134|,"Os04g0490800 protein (cDNA clone:001-043-B10, full insert sequence) (OSJNBa0076N16.12 protein) (OSJNBa0084K20.14 protein)",0.002679688,0.002092666,0.002158364,0.002136731,0.001465221,0.002179405,0.001589821,0.002784694,0.001746586,0.002253628,0.002338519,0.002466559,0.001891581,0.002080117,0.001856273
gi|115459168|,"Os04g0493400 protein (cDNA clone:001-008-H09, full insert sequence) (cDNA clone:J013128C09, full insert sequence) (Chitinase IIb) (PR-3 class IV chitinase) (EC 3.2.1.14) (Putative uncharacterized protein)",2.08E-05,2.12E-05,1.88E-05,1.86E-05,1.91E-05,1.94E-05,2.53E-05,0.000414246,2.16E-05,0.00043159,0.000443158,0.000415245,0.000388277,0.000415968,0.000232981
gi|115459172|,"Os04g0494100 protein (cDNA clone:006-205-G08, full insert sequence) (cDNA clone:006-308-C08, full insert sequence) (cDNA clone:J023080F19, full insert sequence) (Chitinase) (OSJNBb0091E11.12 protein)",1.71E-05,1.75E-05,1.54E-05,1.53E-05,1.57E-05,1.59E-05,2.08E-05,1.79E-05,0.000160297,1.54E-05,1.59E-05,1.49E-05,0.000228238,0.000312554,0.00010324
gi|115459206|,"Os04g0497000 protein (cDNA clone:006-210-F02, full insert sequence) (cDNA clone:J023008C06, full insert sequence) (NADPH oxidoreductase) (OSJNBa0067K08.13 protein) (Putative uncharacterized protein)",0.000403229,0.000469297,0.000213531,0.000833128,0.000548469,0.00045394,0.000693526,0.000715061,0.00044907,0.000288878,0.000141862,0.000157095,0.000581651,0.000254211,0.000275898
gi|115459252|,Os04g0501000 protein,2.49E-05,2.55E-05,6.76E-05,0.000111556,2.29E-05,0.000209439,0.000151752,0.000340389,0.000337894,0.000292964,0.000115699,0.00058542,0.000155435,0.00015204,0.000322847
gi|115459300|,Os04g0505200 protein,7.97E-05,4.89E-05,4.32E-05,4.28E-05,0.000102392,7.44E-05,0.000174584,8.37E-05,8.31E-05,0.000129632,0.000103527,6.93E-05,7.10E-05,4.16E-05,6.88E-05
gi|115459360|,"Os04g0509600 Os04g0509600 protein (cDNA clone:J033060L01, full insert sequence) (OSJNBb0065L13.7 protein) (Putative uncharacterized protein)",6.94E-05,0.000172357,9.85E-05,2.66E-05,0.000100028,6.47E-05,6.03E-05,5.20E-05,0.000154913,8.95E-06,9.19E-06,8.62E-06,2.65E-05,8.63E-06,8.55E-06
gi|115459420|,"Os04g0515300 protein (cDNA clone:001-044-H03, full insert sequence) (cDNA clone:J033050G01, full insert sequence) (OSJNBb0070J16.13 protein) (OSJNBb0072M01.9 protein)",3.39E-05,3.46E-05,0.00015293,0.000151397,3.11E-05,0.000284239,0.000123569,3.55E-05,3.53E-05,0.000397594,0.000345443,8.83E-05,9.04E-05,2.95E-05,0.00014605
gi|115459618|,"Os04g0533300 protein (cDNA clone:001-014-B04, full insert sequence) (cDNA clone:001-208-D04, full insert sequence) (cDNA clone:J013002A11, full insert sequence) (OSJNBb0039L24.13 protein) (Putative uncharacterized protein)",0.000721604,0.000880885,0.000567752,0.000603696,0.001003609,0.003235192,0.000538041,0.00061076,0.000703288,0.001787263,0.002396512,0.002569247,0.000435078,0.00018239,0.000502046
gi|115459636|,Peroxisomal membrane protein 11-4 (Peroxin-11-4) (OsPEX11-4),2.11E-05,2.16E-05,0.000286047,0.000132151,9.68E-05,0.0002166,0.000128405,0.000110778,6.60E-05,0.000133481,1.96E-05,9.17E-05,0.000169099,0.000128649,0.000200331
gi|115459644|,"Os04g0535600 protein (cDNA clone:J013001P13, full insert sequence) (cDNA clone:J023147H06, full insert sequence)",7.27E-06,7.44E-06,3.28E-05,0.000123567,6.00E-05,7.46E-05,6.19E-05,7.63E-06,3.79E-05,0.000151087,0.000114666,0.000158005,7.12E-05,3.17E-05,1.88E-05
gi|115459660|,Os04g0538100 protein (Fragment),0.001870166,0.001659413,0.001331399,0.000808554,0.001102058,0.001328549,0.001582039,0.001546833,0.001922594,0.001599821,0.001550802,0.001216316,0.001157453,0.00115374,0.000886844
gi|115459670|,"NAD(P)H-quinone oxidoreductase subunit M, chloroplastic (EC 1.6.5.-) (NAD(P)H dehydrogenase I subunit M) (NDH-1 subunit M) (NDH-M)",2.04E-05,0.000104159,0.000717576,0.000528234,0.000728685,0.000854938,0.000669012,0.000961947,0.000827576,0.000680737,0.000358937,0.000619553,0.00041695,0.000620632,0.000650149
gi|115459780|,"Os04g0550500 protein (cDNA clone:006-209-G07, full insert sequence) (cDNA clone:J013050I03, full insert sequence) (cDNA clone:J023043F24, full insert sequence) (cDNA clone:J023061L10, full insert sequence) (OSJNBb0034G17.8 protein) (Putative uncharacterized protein)",0.000162943,4.55E-05,0.000147195,9.27E-05,6.79E-05,4.15E-05,9.01E-05,0.000171013,0.000108029,9.37E-05,0.000151131,0.000141612,1.32E-05,1.29E-05,3.83E-05
gi|115459798|,Os04g0551700 protein (Fragment),2.20E-05,2.25E-05,1.99E-05,0.000491881,6.05E-05,0.000143652,0.000240882,2.31E-05,0.000114605,9.94E-05,2.04E-05,0.000133844,0.000332887,0.000593772,0.000360626
gi|115459826|,Os04g0554800 protein,1.40E-05,1.43E-05,1.27E-05,0.000338446,0.000295733,0.000300709,0.000255775,0.000220662,0.000160632,0.000341852,0.00024701,0.000401995,0.000286933,0.000207449,1.21E-05
gi|115459882|,Probable aquaporin PIP1-2 (Plasma membrane intrinsic protein 1-2) (OsPIP1;2),0.002055097,0.002171386,0.00164168,0.000531616,0.000669954,0.000617857,0.001384352,0.001693416,0.002141067,0.000475599,0.000614371,0.000398543,0.000347685,0.000340091,0.00068867
gi|115459894|,Os04g0560500 protein,0.000165375,6.96E-05,0.000114241,0.000182693,0.0001874,6.35E-05,5.92E-05,0.000173565,0.000111484,0.000131809,9.93E-05,4.23E-05,6.06E-05,4.23E-05,4.20E-05
gi|115459948|,Os04g0565400 Os04g0565400 protein (OSJNBa0017B10.13 protein) (Putative uncharacterized protein),7.23E-05,7.39E-05,9.33E-06,9.23E-06,9.47E-06,9.63E-06,6.28E-05,3.25E-05,7.53E-05,2.80E-05,9.58E-06,2.69E-05,9.19E-06,2.70E-05,8.91E-06
gi|115459962|,Os04g0566500 Os04g0566500 protein,6.31E-06,6.46E-06,5.70E-06,5.65E-06,5.79E-06,5.89E-06,3.84E-05,1.99E-05,4.60E-05,5.70E-06,5.85E-06,5.49E-06,5.62E-06,5.50E-06,5.45E-06
gi|115460220|,"Os04g0591000 protein (cDNA clone:J023147E13, full insert sequence) (OSJNBa0086O06.22 protein)",0.000378315,0.000185054,0.000222882,4.41E-05,4.53E-05,4.60E-05,0.000140071,0.000258947,0.000222775,0.000133721,0.000167818,0.000185838,7.32E-05,0.000100241,7.10E-05
gi|115460282|,Os04g0598200 protein (Putative uncharacterized protein),2.95E-05,3.01E-05,0.001303965,0.000342483,0.000513447,0.000522086,0.00111096,0.000525599,0.000767273,0.000505589,0.000409848,0.00023042,0.000288414,0.000435995,0.000686186
gi|115460338|,"Os04g0602100 protein (cDNA clone:J023033M17, full insert sequence)",0.001542412,0.001605461,0.001220717,0.001281724,0.000964145,0.001133153,0.001212187,0.002506993,0.002232645,0.001072688,0.001329323,0.001008337,0.001154135,0.001247763,0.001212901
gi|115460344|,"Maltose excess protein 1-like, chloroplastic",0.000108128,6.14E-05,3.26E-05,5.37E-05,9.92E-05,3.36E-05,7.31E-05,1.26E-05,1.25E-05,7.60E-05,1.11E-05,1.04E-05,3.21E-05,3.14E-05,5.18E-05
gi|115460390|,Os04g0605500 Os04g0605500 protein (OSJNBa0035M09.2 protein) (OSJNBb0015N08.12 protein),4.43E-06,2.27E-05,4.01E-06,1.19E-05,2.85E-05,4.55E-05,0.000102484,1.40E-05,3.23E-05,4.01E-06,2.06E-05,1.16E-05,3.95E-06,1.16E-05,2.68E-05
gi|115460394|,"Os04g0605900 protein (cDNA clone:J033044G24, full insert sequence)",0.000718561,0.00088568,0.000249659,0.000247157,0.000287328,0.000395279,2.24E-05,0.000212708,0.000134368,0.000149787,0.00073483,0.000432342,1.64E-05,1.60E-05,0.000397379
gi|115460466|,Os04g0610800 protein,0.000343627,0.000443137,0.000283424,0.000146972,0.00020558,0.000320527,9.09E-05,0.000329285,0.000326872,0.00055332,0.00098387,0.00037655,6.65E-05,0.000351192,0.000244895
gi|115460492|,Os04g0612500 protein (Fragment),0.000248294,8.46E-05,0.000224297,0.001554344,0.002505465,0.001312412,0.001913036,0.000434318,0.001638311,0.000971897,0.001765598,7.19E-05,0.001104961,0.001224939,0.001499444
gi|115460576|,Os04g0617900 protein (Fragment),2.70E-05,2.76E-05,0.000463703,0.001328843,0.001908307,0.00108361,9.86E-05,8.51E-05,2.81E-05,0.000366059,7.52E-05,0.001150506,0.000120229,0.000399851,2.33E-05
gi|115460608|,Os04g0620000 protein,3.09E-05,7.19E-05,0.000114326,3.77E-05,3.87E-05,2.89E-05,7.87E-05,5.61E-05,0.000167012,2.29E-05,4.96E-05,3.67E-05,1.75E-05,3.67E-05,5.58E-05
gi|115460650|,"Os04g0623500 Os04g0623500 protein (cDNA clone:J013156O03, full insert sequence) (OSJNBa0053K19.8 protein)",0.00063085,0.000855901,1.16E-05,0.000356923,1.18E-05,1.20E-05,0.00054818,0.000581021,0.000603588,1.16E-05,0.000585121,0.000458753,1.15E-05,1.12E-05,1.11E-05
gi|115460656|,Aminomethyltransferase (EC 2.1.2.10),0.004382754,0.004069543,0.003229574,0.003877009,0.004499875,0.004752855,0.004840501,0.003577634,0.005234307,0.003336671,0.003734563,0.004552229,0.005232833,0.005015145,0.004498331
gi|115460666|,Os04g0624600 protein,7.93E-05,9.65E-05,9.21E-05,3.38E-06,1.04E-05,3.52E-06,3.22E-05,0.000202095,0.000232082,3.07E-05,3.15E-05,9.84E-06,1.01E-05,9.86E-06,3.26E-06
gi|115460690|,Os04g0626400 protein,0.000320658,9.98E-05,0.000340044,0.000162084,0.000191838,0.000299101,0.000424012,0.000716973,0.000653618,0.000163715,0.000271552,0.000205981,0.000260582,0.000182065,0.000156359
gi|115460866|,Os04g0639300 protein (Fragment),0.000637904,0.000425499,0.000626362,0.000272837,0.000178096,0.000129352,0.000236184,0.000553063,0.000433428,2.51E-05,7.72E-05,0.000168729,0.000172797,0.000217316,0.000358909
gi|115460876|,Os04g0640700 protein (OSJNBb0079B02.3 protein),0.000882993,0.000758079,0.000646275,0.000501463,0.000455258,0.000354703,0.000509653,0.000642619,0.000651338,0.000425003,0.000436394,0.000375298,0.000372873,0.000342285,0.000383665
gi|115460896|,"Os04g0643100 Os04g0643100 protein (cDNA clone:002-120-A07, full insert sequence) (cDNA clone:J013110H12, full insert sequence) (OSJNBa0033G05.3 protein) (OSJNBa0063C18.17 protein)",0.000232138,0.000347005,4.84E-05,1.60E-05,1.64E-05,1.67E-05,0.000238957,0.00016867,0.000241849,1.61E-05,1.66E-05,1.55E-05,1.59E-05,1.55E-05,1.54E-05
gi|115460898|,Os04g0643200 Os04g0643200 protein,0.000119972,6.61E-05,7.50E-05,8.25E-06,9.31E-05,4.30E-05,1.12E-05,8.72E-05,4.81E-05,2.50E-05,8.56E-06,8.02E-06,8.21E-06,2.41E-05,2.39E-05
gi|115460916|,Os04g0644400 protein,0.000888779,0.000505012,0.000267627,0.002808417,0.003206891,0.00197125,0.00136956,0.000684051,0.001090574,0.001873281,0.001703663,0.001424703,0.001845787,0.002114986,0.002300283
gi|115460918|,"Os04g0644600 protein (cDNA clone:J013127A03, full insert sequence) (OSJNBa0033G05.17 protein) (Putative uncharacterized protein)",0.000477354,0.000488225,0.000187967,0.000142299,0.000168421,0.000148421,0.000193573,0.000475303,0.000293293,0.000121619,0.000283815,0.000138288,0.000141622,7.46E-05,5.28E-05
gi|115460926|,Os04g0645100 protein (Fragment),1.18E-05,2.01E-05,1.06E-05,3.51E-06,3.60E-06,3.67E-06,5.26E-05,2.89E-05,2.05E-05,3.90E-05,5.47E-05,2.39E-05,3.50E-06,3.42E-06,1.02E-05
gi|115460974|,Oryzain alpha chain (EC 3.4.22.-),0.000405894,0.00037256,0.000235042,0.000325761,0.000105019,0.00018445,0.000747006,0.000316766,0.00033613,0.000310237,0.000164103,0.000425119,0.000287158,0.000262764,0.000116723
gi|115460988|,"Os04g0650800 protein (cDNA clone:J023037B01, full insert sequence) (OSJNBb0059K02.15 protein)",0.000301916,0.000275409,0.000228509,5.11E-05,6.74E-05,8.37E-05,0.000208463,0.000333997,0.000348551,0.000125304,0.000113526,7.80E-05,3.63E-05,7.81E-05,4.93E-05
gi|115461002|,Os04g0652700 protein (OSJNBa0060D06.10 protein),1.61E-05,8.23E-05,1.45E-05,0.000100745,0.000162391,1.50E-05,0.000137045,0.000219572,0.000285028,4.36E-05,4.48E-05,4.20E-05,4.30E-05,0.000126097,9.72E-05
gi|115461036|,Plasma membrane ATPase (EC 3.6.3.6) (Proton pump),0.00077118,0.001216192,0.001182055,0.000751958,0.00052487,0.000756464,0.001373962,0.000913809,0.00135289,0.000552792,0.000761425,0.000652929,0.000704096,0.000593425,0.000725399
gi|115461044|,Os04g0657300 Os04g0657300 protein (OSJNBa0071I13.18 protein),7.87E-05,0.00010344,3.05E-05,5.02E-05,1.03E-05,1.05E-05,0.00017772,0.000106146,5.85E-05,1.02E-05,1.04E-05,6.84E-05,1.00E-05,2.94E-05,9.69E-06
gi|115461046|,"Os04g0657500 Os04g0657500 protein (cDNA clone:J013074N08, full insert sequence) (OSJNBa0071I13.19 protein) (Putative uncharacterized protein)",7.05E-05,3.09E-05,9.09E-06,9.00E-06,9.23E-06,2.82E-05,8.57E-05,0.00030637,5.24E-05,9.09E-06,9.34E-06,8.75E-06,8.96E-06,8.76E-06,8.68E-06
gi|115461066|,"Glutamine synthetase, chloroplastic (EC 6.3.1.2) (OsGS2) (GS2) (Glutamate--ammonia ligase)",0.006433794,0.005733465,0.005023584,0.00587382,0.005245053,0.006857113,0.00526787,0.002806664,0.003205753,0.005508434,0.005074901,0.005630445,0.006881583,0.005796119,0.005917332
gi|115461118|,Os04g0662800 Os04g0662800 protein,9.82E-05,2.74E-05,5.65E-05,7.98E-06,8.19E-06,8.33E-06,1.09E-05,9.37E-06,9.30E-06,8.07E-06,8.28E-06,7.76E-06,7.95E-06,7.77E-06,7.70E-06
gi|115461160|,"Os04g0665800 Os04g0665800 protein (cDNA clone:J033076K20, full insert sequence) (OSJNBa0087O24.10 protein) (Putative uncharacterized protein)",0.000558092,0.000505568,1.44E-05,0.00012834,0.000102392,1.49E-05,0.000135788,0.000284498,0.000282413,4.32E-05,1.48E-05,4.16E-05,4.26E-05,1.39E-05,1.38E-05
gi|115461240|,"Os04g0671700 protein (cDNA clone:J023118M23, full insert sequence) (Putative uncharacterized protein)",6.31E-05,6.46E-05,5.70E-05,0.000282266,8.11E-05,1.18E-05,0.000230383,0.000145754,0.000118379,0.000148256,5.85E-05,1.10E-05,5.62E-05,7.69E-05,9.80E-05
gi|115461330|,Pyruvate kinase (EC 2.7.1.40),0.000613988,0.000318816,0.000401053,0.000261873,0.000181968,0.000202652,0.000264301,0.000525431,0.000757766,0.000298639,0.000166464,9.03E-05,0.000142924,0.000205592,0.000171132
gi|115461390|,Os04g0682300 Phosphomannomutase (OsPMM) (EC 5.4.2.8),5.55E-05,1.89E-05,0.000116921,8.27E-05,1.70E-05,1.72E-05,0.000247431,0.000368708,0.000173371,1.67E-05,5.14E-05,4.82E-05,1.65E-05,1.61E-05,4.79E-05
gi|115461398|,"Os04g0682800 protein (cDNA clone:J033101J11, full insert sequence) (OSJNBa0032F06.20 protein)",3.79E-05,5.60E-05,0.000171351,8.67E-05,0.000112136,0.000121886,0.000241012,0.000261012,0.000443542,0.000118035,5.08E-05,7.69E-05,0.000116302,9.17E-05,4.00E-05
gi|115461408|,Os04g0683700 protein (OSJNBa0088H09.2 protein),2.88E-05,4.90E-05,9.52E-05,9.43E-05,8.79E-06,9.83E-05,0.000431433,0.000331966,3.00E-05,0.000147186,6.22E-05,2.50E-05,0.000110902,0.00010848,7.44E-05
gi|115461474|,"Os04g0688100 protein (cDNA clone:001-042-B05, full insert sequence) (cDNA clone:J033090B01, full insert sequence) (OSJNBa0039K24.4 protein)",0.000211385,0.000331506,0.000140034,6.30E-05,1.29E-05,1.31E-05,1.71E-05,0.000103532,0.000132137,1.27E-05,1.31E-05,3.67E-05,6.27E-05,8.59E-05,3.65E-05
gi|115461478|,"Os04g0688300 protein (cDNA clone:001-044-B06, full insert sequence) (cDNA clone:J013001L22, full insert sequence) (OSJNBa0039K24.8 protein)",7.41E-05,4.55E-05,1.34E-05,6.62E-05,4.08E-05,6.91E-05,1.80E-05,4.66E-05,1.54E-05,0.000147186,9.62E-05,0.000141612,9.23E-05,9.03E-05,8.95E-05
gi|115461508|,Os04g0690800 protein,1.94E-05,0.001724775,0.001278244,0.002652208,0.00183147,0.003561851,0.00186288,0.000996833,0.00119147,0.004219707,0.004548549,0.005407578,0.002398053,0.002716939,0.002859534
gi|115461518|,"Os04g0691500 30S ribosomal protein S17, chloroplastic (CS17)",5.48E-06,5.61E-06,1.49E-05,4.90E-06,5.03E-06,5.11E-06,4.67E-05,2.88E-05,5.14E-05,4.95E-06,3.56E-05,4.77E-06,4.39E-05,4.77E-06,4.73E-06
gi|115461520|,"30S ribosomal protein S17, chloroplastic (CS17)",3.26E-05,3.33E-05,0.000147195,2.91E-05,2.99E-05,9.12E-05,0.000277516,0.000102608,0.000101856,8.83E-05,0.000332489,0.000877994,2.90E-05,2.84E-05,0.000140573
gi|115461524|,Os04g0691800 protein (OSJNBb0020J19.7 protein),1.38E-05,2.36E-05,4.58E-05,1.24E-05,4.23E-06,1.29E-05,3.92E-05,3.38E-05,2.40E-05,1.25E-05,3.85E-05,2.80E-05,4.10E-06,4.01E-06,3.97E-06
gi|115461585|,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),1.96E-05,2.00E-05,0.000973922,0.00089404,0.001060926,0.000822797,0.001120795,0.001296097,0.002144327,0.000867625,0.000527255,0.001107342,0.001168932,0.001006877,0.001031572
gi|115461611|,"Os05g0104800 protein (cDNA clone:006-305-A12, full insert sequence) (cDNA clone:006-305-F08, full insert sequence) (cDNA clone:J023043K07, full insert sequence) (Putative 26S proteasome regulatory subunit) (Putative uncharacterized protein)",0.000150409,0.000153834,4.53E-05,4.48E-05,1.53E-05,7.79E-05,0.000386286,1.75E-05,5.22E-05,0.000196248,0.000201509,0.000159767,4.46E-05,4.36E-05,4.33E-05
gi|115461615|,"Os05g0105000 protein (cDNA clone:J023108O11, full insert sequence) (Putative methionine S-methyltransferase)",5.64E-05,0.000128665,9.01E-05,6.59E-05,3.58E-05,6.88E-05,0.000110822,7.74E-05,5.88E-05,4.31E-05,2.82E-05,1.13E-05,2.70E-05,4.91E-05,4.12E-05
gi|115461669|,Cytochrome b5,3.41E-05,3.49E-05,0.000338645,0.000213341,0.000281362,0.00022252,0.000538967,0.000464976,0.000177526,0.00015392,0.000158046,0.000266564,0.000151661,0.000326368,0.000264608
gi|115461679|,"Os05g0110300 protein (cDNA clone:J013096K17, full insert sequence) (cDNA clone:J023080F17, full insert sequence) (Putative 3-beta hydroxysteroid dehydrogenase/isomerase)",0.001615893,0.001311933,0.000797581,0.0007002,0.000626548,0.000792479,0.000587711,0.000926638,0.001405801,0.001218872,0.001375151,0.001462268,0.000696867,0.00073966,0.000790442
gi|115461739|,"Os05g0116000 protein (cDNA clone:001-014-A11, full insert sequence) (cDNA clone:J033092N18, full insert sequence) (Putative legumin)",0.000368541,0.000628224,0.000431567,0.000451655,0.000313034,0.000292837,0.000680817,0.000616004,0.000440841,0.000850753,0.001050798,0.000794807,0.000352315,0.000463455,0.000529908
gi|115461741|,"Os05g0116100 protein (cDNA clone:001-040-D08, full insert sequence) (cDNA clone:J023074C02, full insert sequence) (Dehydroascorbate reductase)",0.001833797,0.002282311,0.001417064,0.001600448,0.002371312,0.001710519,0.003037222,0.004150683,0.003567821,0.002454769,0.00231564,0.002092978,0.001710817,0.001250281,0.001238947
gi|115461843|,"Os05g0125500 Os05g0125500 protein (cDNA clone:J013064C04, full insert sequence) (Putative isovaleryl-CoA dehydrogenase)",3.52E-05,5.99E-05,5.29E-05,5.24E-05,1.07E-05,5.46E-05,0.000156799,8.61E-05,0.000183111,1.06E-05,1.09E-05,1.02E-05,0.000135575,3.06E-05,1.01E-05
gi|115461883|,NA,6.55E-05,2.87E-05,8.46E-06,0.000125575,2.58E-05,6.11E-05,1.14E-05,9.82E-06,9.75E-06,9.30E-05,8.68E-06,7.32E-05,7.50E-05,5.70E-05,7.27E-05
gi|115461935|,Os05g0134400 protein,0.000705848,0.000582197,0.000555356,0.000509065,0.000271533,0.000573443,0.001246485,0.000884188,0.000640489,0.000719863,0.000612445,0.000494714,0.000506641,0.000416284,0.00029465
gi|115461951|,Os05g0135700 S-adenosylmethionine synthetase 1 (AdoMet synthetase 1) (EC 2.5.1.6) (Methionine adenosyltransferase 1) (MAT 1),0.000446584,0.000283929,9.81E-05,7.56E-05,0.000166082,0.000123843,0.000102784,0.000215349,0.00026407,0.000141735,1.12E-05,7.34E-05,3.22E-05,3.15E-05,1.04E-05
gi|115461973|,Aspartic proteinase (EC 3.4.23.-),0.000183122,0.000207008,2.61E-05,0.000249959,0.000221033,0.000170812,0.000222775,0.000495653,0.000391607,0.000182827,8.05E-05,0.000125645,6.00E-05,0.000176209,0.000141352
gi|115462083|,Os05g0147400 Os05g0147400 protein (Putative chaperonin),2.64E-05,8.11E-05,3.98E-05,7.88E-06,8.08E-06,2.46E-05,3.21E-05,2.77E-05,2.75E-05,7.96E-06,8.17E-06,2.30E-05,7.84E-06,7.67E-06,7.60E-06
gi|115462085|,Os05g0147500 protein,0.000298359,0.000217967,6.42E-05,3.81E-05,1.30E-05,6.63E-05,5.19E-05,7.46E-05,0.000133217,1.28E-05,0.000144954,0.000160519,0.000113808,0.000136061,6.13E-05
gi|115462125|,Os05g0150000 protein,5.99E-05,6.13E-05,9.02E-05,5.36E-05,1.83E-05,5.59E-05,0.000121518,2.10E-05,0.000104067,0.000162413,0.000129707,0.000260436,5.33E-05,0.000121749,1.72E-05
gi|115462137|,"Os05g0150800 protein (cDNA clone:J033131D02, full insert sequence) (Putative uncharacterized protein P0001A07.7)",0.000662387,0.000781699,0.000230142,4.56E-05,1.56E-05,0.000237637,0.000599197,0.000409985,0.000336201,0.000475599,0.000425334,0.000309978,7.56E-05,0.000162652,0.000102568
gi|115462139|,Os05g0150900 Histidyl-tRNA synthetase (EC 6.1.1.21) (Histidine--tRNA ligase) (HisRS),6.10E-06,4.37E-05,5.51E-06,5.45E-06,5.59E-06,5.69E-06,5.19E-05,4.48E-05,4.45E-05,5.51E-06,5.66E-06,5.30E-06,5.43E-06,5.31E-06,5.26E-06
gi|115462145|,REF/SRPP-like protein Os05g0151300/LOC_Os05g05940,0.000175103,9.95E-05,1.76E-05,5.22E-05,5.35E-05,5.44E-05,2.37E-05,0.000142936,0.000222967,1.76E-05,1.80E-05,1.69E-05,1.73E-05,1.69E-05,5.04E-05
gi|115462147|,Os05g0151400 protein,9.32E-05,0.000186786,0.000212112,5.00E-05,7.18E-05,0.000107772,0.000149626,6.65E-05,0.000135904,0.000117833,0.000217785,0.000165197,5.64E-05,3.57E-05,0.000112539
gi|115462177|,Ribosomal protein L18,2.45E-05,2.50E-05,0.000243252,0.000415951,0.000112281,0.000251174,0.000625388,0.000333997,0.000484571,0.000641263,0.000794681,0.001340328,0.000283243,0.00040493,0.000274546
gi|115462185|,Os05g0155500 Importin subunit alpha-1b,8.91E-06,2.73E-05,2.42E-05,7.97E-06,4.09E-05,8.31E-06,3.25E-05,8.42E-05,0.00013929,8.05E-06,8.27E-06,2.32E-05,5.55E-05,7.76E-06,3.84E-05
